DexID,Pokemon,Move1_Level,Move1_Name,Move2_Level,Move2_Name,Move3_Level,Move3_Name,Move4_Level,Move4_Name,Move5_Level,Move5_Name,Move6_Level,Move6_Name,Move7_Level,Move7_Name,Move8_Level,Move8_Name,Move9_Level,Move9_Name,Move10_Level,Move10_Name,Move11_Level,Move11_Name,Move12_Level,Move12_Name,Move13_Level,Move13_Name,Move14_Level,Move14_Name,Move15_Level,Move15_Name,Move16_Level,Move16_Name,Move17_Level,Move17_Name,Move18_Level,Move18_Name,Move19_Level,Move19_Name,Move20_Level,Move20_Name,Move21_Level,Move21_Name,Move22_Level,Move22_Name,Move23_Level,Move23_Name,Move24_Level,Move24_Name,Move25_Level,Move25_Name,Move26_Level,Move26_Name
80,GOLBAT,1,BITE,1,LEECH LIFE,6,ASTONISH,11,SUPERSONIC,16,BITE,21,WING ATTACK,26,CONFUSE RAY,31,POISON JAB,36,MEAN LOOK,41,CRUNCH,43,AERIAL ACE,46,HAZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,CROBAT,1,BITE,1,LEECH LIFE,6,ASTONISH,11,SUPERSONIC,16,BITE,21,WING ATTACK,26,CONFUSE RAY,31,POISON JAB,36,MEAN LOOK,41,CRUNCH,43,AERIAL ACE,46,TOXIC,46,HAZE,50,GLARE,55,EXTREMESPEED,60,BATON PASS,,,,,,,,,,,,,,,,,,,,
82,POLABAT,1,BITE,1,LEECH LIFE,6,ASTONISH,11,SUPERSONIC,16,BITE,21,WING ATTACK,26,CONFUSE RAY,31,POISON JAB,36,MEAN LOOK,41,CRUNCH,43,AERIAL ACE,46,TOXIC,46,HAZE,50,GLARE,55,EXTREMESPEED,60,BATON PASS,,,,,,,,,,,,,,,,,,,,
83,VISIBAT,1,BITE,1,LEECH LIFE,6,ASTONISH,11,SUPERSONIC,16,BITE,21,WING ATTACK,26,CONFUSE RAY,31,POISON JAB,36,MEAN LOOK,41,CRUNCH,43,AERIAL ACE,46,TOXIC,46,HAZE,50,GLARE,55,EXTREMESPEED,60,BATON PASS,,,,,,,,,,,,,,,,,,,,
84,HORRIBAT,1,ABSORB,7,SWEET SCENT,13,POISONPOWDER,13,STUN SPORE,13,SLEEP POWDER,17,SWIFT,23,ACID,28,TOXIC,34,PETAL DANCE,37,MOONLIGHT,42,ENERGY BALL,47,SLUDGE BOMB,50,SUNNY DAY,54,SOLARBEAM,,,,,,,,,,,,,,,,,,,,,,,,
85,ODDISH,1,ABSORB,1,SWIFT,7,SWEET SCENT,13,POISONPOWDER,13,STUN SPORE,13,SLEEP POWDER,17,SWIFT,23,ACID,28,TOXIC,34,PETAL DANCE,37,MOONLIGHT,42,ENERGY BALL,47,SLUDGE BOMB,50,SUNNY DAY,54,SOLARBEAM,,,,,,,,,,,,,,,,,,,,,,
86,GLOOM,1,ABSORB,1,SWIFT,7,SWEET SCENT,13,POISONPOWDER,13,STUN SPORE,13,SLEEP POWDER,17,SWIFT,23,ACID,28,TOXIC,34,PETAL DANCE,37,MOONLIGHT,42,ENERGY BALL,47,SLUDGE BOMB,50,SUNNY DAY,54,SOLARBEAM,,,,,,,,,,,,,,,,,,,,,,
87,VILEPLUME,1,ABSORB,1,SWIFT,7,SWEET SCENT,13,POISONPOWDER,13,STUN SPORE,13,SLEEP POWDER,17,SWIFT,23,ACID,28,TOXIC,34,PETAL DANCE,37,MOONLIGHT,42,ENERGY BALL,47,SLUDGE BOMB,50,SUNNY DAY,54,SOLARBEAM,57,SPORE,60,DARK PULSE,64,HAZE,,,,,,,,,,,,,,,,
88,RAFFLURK,1,ABSORB,1,SWIFT,7,SWEET SCENT,13,POISONPOWDER,13,STUN SPORE,13,SLEEP POWDER,17,SWIFT,23,ACID,28,TOXIC,34,PETAL DANCE,37,MOONLIGHT,42,ENERGY BALL,47,SLUDGE BOMB,50,SUNNY DAY,54,SOLARBEAM,57,SPORE,60,DARK PULSE,64,HAZE,,,,,,,,,,,,,,,,
89,CONCORPSIA,1,SCRATCH,7,POISONPOWDER,7,STUN SPORE,10,FURY ATTACK,15,SLASH,24,GROWTH,30,POISON JAB,35,X-SCISSOR,40,AROMATHERAPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PARAS,1,SCRATCH,1,FURY ATTACK,7,POISONPOWDER,7,STUN SPORE,10,FURY ATTACK,15,SLASH,24,GROWTH,30,POISON JAB,35,X-SCISSOR,40,AROMATHERAPY,44,SPORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PARASECT,1,SCRATCH,1,FURY ATTACK,7,POISONPOWDER,7,STUN SPORE,10,FURY ATTACK,15,SLASH,24,GROWTH,30,POISON JAB,35,X-SCISSOR,40,AROMATHERAPY,44,SPORE,48,ROCK SLIDE,52,SANDSTORM,58,EARTHQUAKE,,,,,,,,,,,,,,,,,,,,,,,,
92,SECTASITE,1,SCRATCH,1,FURY ATTACK,7,POISONPOWDER,7,STUN SPORE,10,FURY ATTACK,15,SLASH,24,GROWTH,30,POISON JAB,35,X-SCISSOR,40,AROMATHERAPY,44,SPORE,48,ROCK SLIDE,52,SANDSTORM,58,EARTHQUAKE,,,,,,,,,,,,,,,,,,,,,,,,
93,FUNGALITH,1,TACKLE,1,DISABLE,1,FORESIGHT,9,SUPERSONIC,17,CONFUSION,20,POISONPOWDER,25,BUG BUZZ,28,STUN SPORE,33,PSYBEAM,36,SLEEP POWDER,41,PSYCHIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,VENONAT,1,TACKLE,1,SUPERSONIC,1,DISABLE,1,FORESIGHT,1,SILVER WIND,9,SUPERSONIC,17,CONFUSION,20,POISONPOWDER,25,BUG BUZZ,28,STUN SPORE,33,PSYBEAM,36,SLEEP POWDER,41,PSYCHIC,47,MOONLIGHT,53,SIGNAL BEAM,,,,,,,,,,,,,,,,,,,,,,
95,VENOMOTH,1,TACKLE,1,SUPERSONIC,1,DISABLE,1,FORESIGHT,1,SILVER WIND,9,SUPERSONIC,17,CONFUSION,20,POISONPOWDER,25,BUG BUZZ,28,STUN SPORE,33,PSYBEAM,36,SLEEP POWDER,41,PSYCHIC,47,MOONLIGHT,53,SIGNAL BEAM,58,SHADOW BALL,,,,,,,,,,,,,,,,,,,,
96,VENOMENA,1,TACKLE,1,SUPERSONIC,1,DISABLE,1,FORESIGHT,1,SILVER WIND,9,SUPERSONIC,17,CONFUSION,20,POISONPOWDER,25,BUG BUZZ,28,STUN SPORE,33,PSYBEAM,36,SLEEP POWDER,41,PSYCHIC,47,MOONLIGHT,53,SIGNAL BEAM,58,SHADOW BALL,65,TAIL GLOW,,,,,,,,,,,,,,,,,,
97,VENOMENON,1,SCRATCH,1,SAND-ATTACK,5,GROWL,9,MAGNITUDE,17,DIG,21,FURY SWIPES,25,MUD-SLAP,33,SLASH,40,EARTHQUAKE,45,SANDSTORM,48,SANDSTORM,52,FISSURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,DIGLETT,1,SCRATCH,1,SAND-ATTACK,1,GROWL,1,TRI ATTACK,9,MAGNITUDE,17,DIG,21,FURY SWIPES,25,MUD-SLAP,26,SAND TOMB,35,SLASH,42,EARTHQUAKE,54,FISSURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,DUGTRIO,1,SCRATCH,1,SAND-ATTACK,1,GROWL,1,TRI ATTACK,9,MAGNITUDE,17,DIG,21,FURY SWIPES,25,MUD-SLAP,26,SAND TOMB,35,SLASH,42,EARTHQUAKE,54,FISSURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,DUGROUPLE,1,SCRATCH,1,SAND-ATTACK,1,GROWL,1,TRI ATTACK,9,MAGNITUDE,17,DIG,21,FURY SWIPES,25,MUD-SLAP,26,SAND TOMB,35,SLASH,42,EARTHQUAKE,54,FISSURE,58,SUBMISSION,64,OUTRAGE,,,,,,,,,,,,,,,,,,,,,,,,
101,UNEARTHLET,1,SCRATCH,1,SAND-ATTACK,1,GROWL,1,TRI ATTACK,9,MAGNITUDE,17,DIG,21,FURY SWIPES,25,MUD-SLAP,26,SAND TOMB,35,SLASH,42,EARTHQUAKE,54,FISSURE,58,SUBMISSION,60,CLOSE COMBAT,64,OUTRAGE,,,,,,,,,,,,,,,,,,,,,,
102,DIGLENOID,1,SCRATCH,1,GROWL,10,BITE,14,PAY DAY,19,FAINT ATTACK,25,FURY SWIPES,31,SLASH,36,CRUNCH,40,FAKE OUT,45,SWAGGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,MEOWTH,1,SCRATCH,1,BITE,1,GROWL,10,BITE,14,PAY DAY,19,FAINT ATTACK,25,FURY SWIPES,31,SLASH,36,CRUNCH,40,FAKE OUT,45,SWAGGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PERSIAN,1,SCRATCH,1,BITE,1,GROWL,10,BITE,14,PAY DAY,19,FAINT ATTACK,25,FURY SWIPES,31,SLASH,36,CRUNCH,40,FAKE OUT,43,COUNTER,45,SWAGGER,51,PSYCHIC,,,,,,,,,,,,,,,,,,,,,,,,,,
105,FELANKH,1,SCRATCH,1,BITE,1,GROWL,10,BITE,14,PAY DAY,19,FAINT ATTACK,25,FURY SWIPES,31,SLASH,36,CRUNCH,40,FAKE OUT,43,COUNTER,45,SWAGGER,51,PSYCHIC,55,EARTHQUAKE,60,SECRET POWER,68,MIRROR COAT,,,,,,,,,,,,,,,,,,,,
106,PATRAPHINX,1,SCRATCH,1,WATER SPORT,5,TAIL WHIP,8,BUBBLE,11,DISABLE,16,CONFUSION,20,BUBBLEBEAM,25,SCREECH,31,PSYCH UP,33,FURY SWIPES,40,HYDRO PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PSYDUCK,1,SCRATCH,1,BUBBLE,1,WATER SPORT,5,TAIL WHIP,8,BUBBLE,11,DISABLE,16,CONFUSION,20,BUBBLEBEAM,25,SCREECH,31,PSYCH UP,33,FURY SWIPES,40,HYDRO PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,GOLDUCK,1,SCRATCH,1,BUBBLE,1,WATER SPORT,5,TAIL WHIP,8,BUBBLE,11,DISABLE,16,CONFUSION,20,BUBBLEBEAM,25,SCREECH,31,PSYCH UP,33,FURY SWIPES,40,HYDRO PUMP,45,FEATHERDANCE,51,PSYCHIC,,,,,,,,,,,,,,,,,,,,,,,,
109,GILDUCK,1,SCRATCH,1,BUBBLE,1,WATER SPORT,5,TAIL WHIP,8,BUBBLE,11,DISABLE,16,CONFUSION,20,BUBBLEBEAM,25,SCREECH,31,PSYCH UP,33,FURY SWIPES,40,HYDRO PUMP,45,FEATHERDANCE,51,PSYCHIC,56,EARTHQUAKE,60,BELLY DRUM,65,COUNTER,,,,,,,,,,,,,,,,,,
110,PLATINUPUS,1,SCRATCH,1,LEER,6,LOW KICK,11,KARATE CHOP,16,FURY SWIPES,21,FOCUS ENERGY,26,SEISMIC TOSS,31,CROSS CHOP,36,SWAGGER,41,SCREECH,46,THRASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,MANKEY,1,SCRATCH,1,LEER,1,LOW KICK,1,RAGE,6,LOW KICK,11,KARATE CHOP,16,FURY SWIPES,21,FOCUS ENERGY,26,SEISMIC TOSS,28,RAGE,31,CROSS CHOP,36,SWAGGER,41,SCREECH,46,THRASH,,,,,,,,,,,,,,,,,,,,,,,,
112,PRIMEAPE,1,SCRATCH,1,LEER,1,LOW KICK,1,RAGE,6,LOW KICK,11,KARATE CHOP,16,FURY SWIPES,21,FOCUS ENERGY,26,SEISMIC TOSS,28,RAGE,31,CROSS CHOP,36,SWAGGER,41,SCREECH,46,THRASH,50,NEEDLE ARM,55,BULK UP,59,ICE PUNCH,64,SUPERPOWER,,,,,,,,,,,,,,,,
113,GORILLASH,1,SCRATCH,1,LEER,1,LOW KICK,1,RAGE,6,LOW KICK,11,KARATE CHOP,16,FURY SWIPES,21,FOCUS ENERGY,26,SEISMIC TOSS,28,RAGE,31,CROSS CHOP,36,SWAGGER,41,SCREECH,46,THRASH,50,NEEDLE ARM,52,IRON HEAD,55,BULK UP,59,ICE PUNCH,64,SUPERPOWER,,,,,,,,,,,,,,
114,BONUMBELL,1,BITE,1,ROAR,7,EMBER,13,LEER,19,ODOR SLEUTH,25,FLAME WHEEL,30,TAKE DOWN,31,HELPING HAND,37,AGILITY,40,BLAZE KICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,GROWLITHE,1,BITE,1,ROAR,7,EMBER,13,LEER,19,ODOR SLEUTH,25,FLAME WHEEL,30,TAKE DOWN,31,HELPING HAND,37,AGILITY,40,BLAZE KICK,45,EXTREMESPEED,49,SLASH,70,SACRED FIRE,,,,,,,,,,,,,,,,,,,,,,,,,,
116,ARCANINE,1,BITE,1,ROAR,7,EMBER,13,LEER,19,ODOR SLEUTH,25,FLAME WHEEL,30,TAKE DOWN,31,HELPING HAND,37,AGILITY,40,BLAZE KICK,45,EXTREMESPEED,49,SLASH,53,IRON TAIL,70,SACRED FIRE,,,,,,,,,,,,,,,,,,,,,,,,
117,SINGESHA,1,BITE,1,ROAR,7,EMBER,13,LEER,19,ODOR SLEUTH,25,FLAME WHEEL,30,TAKE DOWN,31,HELPING HAND,37,AGILITY,40,BLAZE KICK,45,EXTREMESPEED,49,SLASH,53,IRON TAIL,60,DRAGON CLAW,64,DRAGON DANCE,68,OUTRAGE,75,SACRED FIRE,,,,,,,,,,,,,,,,,,
118,GUARDIANCE,1,BUBBLE,7,HYPNOSIS,13,WATER GUN,19,DOUBLESLAP,23,RAIN DANCE,29,BODY SLAM,34,WATERFALL,38,BELLY DRUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,POLIWAG,1,HYPNOSIS,1,BUBBLE,7,HYPNOSIS,13,WATER GUN,19,DOUBLESLAP,23,RAIN DANCE,29,BODY SLAM,34,WATERFALL,38,BELLY DRUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,POLIWHIRL,1,HYPNOSIS,1,BUBBLE,7,HYPNOSIS,13,WATER GUN,19,DOUBLESLAP,23,RAIN DANCE,29,BODY SLAM,34,WATERFALL,36,SUBMISSION,42,BULK UP,47,ICE PUNCH,49,MEGA PUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,POLIWRATH,1,HYPNOSIS,1,BUBBLE,7,HYPNOSIS,13,WATER GUN,19,DOUBLESLAP,23,RAIN DANCE,29,BODY SLAM,34,WATERFALL,36,SUBMISSION,42,BULK UP,47,ICE PUNCH,49,MEGA PUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,POLITOES,1,HYPNOSIS,1,BUBBLE,7,HYPNOSIS,13,WATER GUN,19,DOUBLESLAP,23,RAIN DANCE,29,BODY SLAM,34,WATERFALL,36,SUBMISSION,42,BULK UP,47,ICE PUNCH,49,MEGA PUNCH,55,ZEN HEADBUTT,60,SUPERPOWER,,,,,,,,,,,,,,,,,,,,,,,,
123,POLIWISE,1,HYPNOSIS,1,BUBBLE,7,HYPNOSIS,13,WATER GUN,19,DOUBLESLAP,23,RAIN DANCE,29,BODY SLAM,34,WATERFALL,36,SUBMISSION,42,BULK UP,47,ICE PUNCH,49,MEGA PUNCH,55,ZEN HEADBUTT,60,SUPERPOWER,65,MEGA KICK,,,,,,,,,,,,,,,,,,,,,,
124,POLIATH,1,TELEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,ABRA,1,CONFUSION,1,TELEPORT,1,KINESIS,16,CONFUSION,18,DISABLE,21,PSYBEAM,23,REFLECT,25,RECOVER,30,FUTURE SIGHT,33,CALM MIND,36,PSYCHIC,40,TRICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,KADABRA,1,CONFUSION,1,TELEPORT,1,KINESIS,16,CONFUSION,18,DISABLE,21,PSYBEAM,23,REFLECT,25,RECOVER,30,FUTURE SIGHT,33,CALM MIND,36,PSYCHIC,40,TRICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,ALAKAZAM,1,CONFUSION,1,TELEPORT,1,KINESIS,16,CONFUSION,18,DISABLE,21,PSYBEAM,23,REFLECT,25,RECOVER,30,FUTURE SIGHT,33,CALM MIND,36,PSYCHIC,40,TRICK,44,SHADOW BALL,,,,,,,,,,,,,,,,,,,,,,,,,,
128,SIMSALABIM,1,CONFUSION,1,TELEPORT,1,KINESIS,16,CONFUSION,18,DISABLE,21,PSYBEAM,23,REFLECT,25,RECOVER,30,FUTURE SIGHT,33,CALM MIND,36,PSYCHIC,40,TRICK,42,FORESIGHT,44,SHADOW BALL,53,ENERGY BALL,55,POISONPOWDER,55,STUN SPORE,55,SLEEP POWDER,59,DARK PULSE,,,,,,,,,,,,,,
129,VOHOO-DU,1,CONFUSION,1,TELEPORT,1,KINESIS,16,CONFUSION,18,DISABLE,21,PSYBEAM,23,REFLECT,25,RECOVER,30,FUTURE SIGHT,33,CALM MIND,36,PSYCHIC,40,TRICK,42,FORESIGHT,44,SHADOW BALL,53,ENERGY BALL,55,POISONPOWDER,55,STUN SPORE,55,SLEEP POWDER,59,DARK PULSE,63,MUDDY WATER,68,HYPER BEAM,,,,,,,,,,
130,T'ZARKARTZ,1,LEER,1,LOW KICK,7,FOCUS ENERGY,13,KARATE CHOP,19,SEISMIC TOSS,22,FORESIGHT,25,REVENGE,31,VITAL THROW,37,SUBMISSION,40,CROSS CHOP,43,BULK UP,49,DYNAMICPUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,MACHOP,1,LEER,1,LOW KICK,7,FOCUS ENERGY,13,KARATE CHOP,19,SEISMIC TOSS,22,FORESIGHT,25,REVENGE,31,VITAL THROW,37,SUBMISSION,40,CROSS CHOP,43,BULK UP,49,DYNAMICPUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,MACHOKE,1,LEER,1,LOW KICK,7,FOCUS ENERGY,13,KARATE CHOP,19,SEISMIC TOSS,22,FORESIGHT,25,REVENGE,31,VITAL THROW,37,SUBMISSION,40,CROSS CHOP,43,BULK UP,49,DYNAMICPUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,MACHAMP,1,LEER,1,LOW KICK,7,FOCUS ENERGY,13,KARATE CHOP,19,SEISMIC TOSS,22,FORESIGHT,25,REVENGE,31,VITAL THROW,37,SUBMISSION,40,CROSS CHOP,43,BULK UP,49,DYNAMICPUNCH,52,CLOSE COMBAT,,,,,,,,,,,,,,,,,,,,,,,,,,
134,MACHULK,1,LEER,1,LOW KICK,7,FOCUS ENERGY,13,KARATE CHOP,19,SEISMIC TOSS,22,FORESIGHT,25,REVENGE,31,VITAL THROW,37,SUBMISSION,40,CROSS CHOP,43,BULK UP,49,DYNAMICPUNCH,52,CLOSE COMBAT,55,KNOCK OFF,58,EXTREMESPEED,63,IRON HEAD,,,,,,,,,,,,,,,,,,,,
135,ABOMACHULK,1,LEER,1,LOW KICK,7,FOCUS ENERGY,13,KARATE CHOP,19,SEISMIC TOSS,22,FORESIGHT,25,REVENGE,31,VITAL THROW,37,SUBMISSION,40,CROSS CHOP,43,BULK UP,49,DYNAMICPUNCH,52,CLOSE COMBAT,55,KNOCK OFF,58,EXTREMESPEED,63,IRON HEAD,,,,,,,,,,,,,,,,,,,,
136,MACHITAN,1,VINE WHIP,6,GROWTH,11,WRAP,15,POISONPOWDER,15,STUN SPORE,15,SLEEP POWDER,20,RAZOR LEAF,25,SWEET SCENT,30,SLUDGE BOMB,34,SLAM,39,TOXIC,44,PETAL DANCE,50,INGRAIN,60,FRENZY PLANT,,,,,,,,,,,,,,,,,,,,,,,,
137,BELLSPROUT,1,VINE WHIP,1,WRAP,1,GROWTH,6,GROWTH,11,WRAP,15,POISONPOWDER,15,STUN SPORE,15,SLEEP POWDER,20,RAZOR LEAF,25,SWEET SCENT,30,SLUDGE BOMB,34,SLAM,39,TOXIC,44,PETAL DANCE,50,INGRAIN,60,FRENZY PLANT,,,,,,,,,,,,,,,,,,,,
138,WEEPINBELL,1,VINE WHIP,1,WRAP,1,GROWTH,6,GROWTH,11,WRAP,15,POISONPOWDER,15,STUN SPORE,15,SLEEP POWDER,20,RAZOR LEAF,25,SWEET SCENT,30,SLUDGE BOMB,34,SLAM,39,TOXIC,44,PETAL DANCE,50,INGRAIN,60,FRENZY PLANT,,,,,,,,,,,,,,,,,,,,
139,VICTREEBEL,1,VINE WHIP,1,WRAP,1,GROWTH,6,GROWTH,11,WRAP,15,POISONPOWDER,15,STUN SPORE,15,SLEEP POWDER,20,RAZOR LEAF,25,SWEET SCENT,30,SLUDGE BOMB,34,SLAM,39,TOXIC,44,PETAL DANCE,50,INGRAIN,60,FRENZY PLANT,,,,,,,,,,,,,,,,,,,,
140,MUCKTRIBEL,1,VINE WHIP,1,WRAP,1,GROWTH,6,GROWTH,11,WRAP,15,POISONPOWDER,15,STUN SPORE,15,SLEEP POWDER,20,RAZOR LEAF,25,SWEET SCENT,30,SLUDGE BOMB,34,SLAM,39,TOXIC,44,PETAL DANCE,50,INGRAIN,60,FRENZY PLANT,,,,,,,,,,,,,,,,,,,,
141,CARNABELL,1,VINE WHIP,1,WRAP,1,GROWTH,6,GROWTH,11,WRAP,15,POISONPOWDER,15,STUN SPORE,15,SLEEP POWDER,20,RAZOR LEAF,25,SWEET SCENT,30,SLUDGE BOMB,34,SLAM,39,TOXIC,44,PETAL DANCE,50,INGRAIN,60,FRENZY PLANT,65,MEGAHORN,,,,,,,,,,,,,,,,,,
142,DEVLORA,1,POISON STING,6,SUPERSONIC,12,CONSTRICT,19,ACID,25,BUBBLEBEAM,30,WRAP,36,BARRIER,38,SLUDGE BOMB,45,HYDRO PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,TENTACOOL,1,POISON STING,1,SUPERSONIC,1,CONSTRICT,6,SUPERSONIC,12,CONSTRICT,19,ACID,25,BUBBLEBEAM,30,WRAP,38,BARRIER,47,SLUDGE BOMB,52,HYDRO PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,TENTACRUEL,1,POISON STING,1,SUPERSONIC,1,CONSTRICT,6,SUPERSONIC,12,CONSTRICT,19,ACID,25,BUBBLEBEAM,30,WRAP,38,BARRIER,47,SLUDGE BOMB,52,HYDRO PUMP,57,DRAGONBREATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,TENTACATE,1,POISON STING,1,SUPERSONIC,1,CONSTRICT,6,SUPERSONIC,12,CONSTRICT,19,ACID,25,BUBBLEBEAM,30,WRAP,38,BARRIER,47,SLUDGE BOMB,52,HYDRO PUMP,57,DRAGONBREATH,65,OUTRAGE,,,,,,,,,,,,,,,,,,,,,,,,,,
146,TENTABOMA,1,TACKLE,1,DEFENSE CURL,6,MUD SPORT,11,ROCK THROW,16,MAGNITUDE,21,SELFDESTRUCT,24,ROLLOUT,30,ROCK BLAST,36,EARTHQUAKE,40,ROCK SLIDE,44,EXPLOSION,48,DOUBLE-EDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,GEODUDE,1,TACKLE,1,DEFENSE CURL,1,MUD SPORT,6,MUD SPORT,11,ROCK THROW,16,MAGNITUDE,21,SELFDESTRUCT,24,ROLLOUT,30,ROCK BLAST,36,EARTHQUAKE,40,ROCK SLIDE,44,EXPLOSION,48,DOUBLE-EDGE,,,,,,,,,,,,,,,,,,,,,,,,,,
148,GRAVELER,1,TACKLE,1,DEFENSE CURL,1,MUD SPORT,6,MUD SPORT,11,ROCK THROW,16,MAGNITUDE,21,SELFDESTRUCT,24,ROLLOUT,30,ROCK BLAST,36,EARTHQUAKE,40,ROCK SLIDE,44,EXPLOSION,48,DOUBLE-EDGE,,,,,,,,,,,,,,,,,,,,,,,,,,
149,GOLEM,1,TACKLE,1,DEFENSE CURL,1,MUD SPORT,6,MUD SPORT,11,ROCK THROW,16,MAGNITUDE,21,SELFDESTRUCT,24,ROLLOUT,30,ROCK BLAST,36,EARTHQUAKE,40,ROCK SLIDE,44,EXPLOSION,48,DOUBLE-EDGE,53,FIRE PUNCH,58,CURSE,,,,,,,,,,,,,,,,,,,,,,
150,SLAGOLEM,1,TACKLE,1,DEFENSE CURL,1,MUD SPORT,6,MUD SPORT,11,ROCK THROW,16,MAGNITUDE,21,SELFDESTRUCT,24,ROLLOUT,30,ROCK BLAST,36,EARTHQUAKE,40,ROCK SLIDE,44,EXPLOSION,48,DOUBLE-EDGE,53,FIRE PUNCH,58,CURSE,65,SACRED FIRE,,,,,,,,,,,,,,,,,,,,
151,MOLTREM,1,TACKLE,1,DEFENSE CURL,1,MUD SPORT,6,MUD SPORT,11,ROCK THROW,16,MAGNITUDE,21,SELFDESTRUCT,24,ROLLOUT,30,ROCK BLAST,36,EARTHQUAKE,40,ROCK SLIDE,44,EXPLOSION,48,DOUBLE-EDGE,53,FIRE PUNCH,58,CURSE,65,SACRED FIRE,70,ERUPTION,,,,,,,,,,,,,,,,,,
152,VOLCANICOL,1,GROWL,1,QUICK ATTACK,5,TAIL WHIP,9,EMBER,14,ROAR,19,FLAME WHEEL,25,STOMP,30,TAKE DOWN,34,AGILITY,39,BOUNCE,39,BOUNCE,43,BLAZE KICK,60,SACRED FIRE,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PONYTA,1,GROWL,1,QUICK ATTACK,1,FLAME WHEEL,5,TAIL WHIP,9,EMBER,14,ROAR,19,FLAME WHEEL,25,STOMP,30,TAKE DOWN,34,AGILITY,39,BOUNCE,39,BOUNCE,43,BLAZE KICK,60,SACRED FIRE,,,,,,,,,,,,,,,,,,,,,,,,
154,RAPIDASH,1,GROWL,1,QUICK ATTACK,1,FLAME WHEEL,5,TAIL WHIP,9,EMBER,14,ROAR,19,FLAME WHEEL,25,STOMP,30,TAKE DOWN,34,AGILITY,39,BOUNCE,39,BOUNCE,43,BLAZE KICK,48,IRON HEAD,52,HI JUMP KICK,57,FACADE,65,SACRED FIRE,,,,,,,,,,,,,,,,,,
155,COMBUSTANG,1,GROWL,1,QUICK ATTACK,1,FLAME WHEEL,5,TAIL WHIP,9,EMBER,14,ROAR,19,FLAME WHEEL,25,STOMP,30,TAKE DOWN,34,AGILITY,39,BOUNCE,39,BOUNCE,43,BLAZE KICK,48,IRON HEAD,52,HI JUMP KICK,57,FACADE,61,SWORDS DANCE,65,SACRED FIRE,,,,,,,,,,,,,,,,
156,KNIGHTMARE,1,TACKLE,1,CURSE,1,YAWN,6,GROWL,13,WATER GUN,17,CONFUSION,21,DISABLE,24,BUBBLEBEAM,29,HEADBUTT,34,AMNESIA,39,PSYCHIC,42,PSYCH UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,SLOWPOKE,1,TACKLE,1,CURSE,1,YAWN,6,GROWL,13,WATER GUN,17,CONFUSION,21,DISABLE,24,BUBBLEBEAM,29,HEADBUTT,34,AMNESIA,39,PSYCHIC,42,PSYCH UP,52,HYDRO PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,
158,SLOWBRO,1,TACKLE,1,CURSE,1,YAWN,6,GROWL,13,WATER GUN,17,CONFUSION,21,DISABLE,24,BUBBLEBEAM,29,HEADBUTT,34,AMNESIA,39,PSYCHIC,42,PSYCH UP,46,IRON DEFENSE,52,HYDRO PUMP,60,SHADOW BALL,,,,,,,,,,,,,,,,,,,,,,
159,SLOWMATE,1,TACKLE,1,CURSE,1,YAWN,6,GROWL,13,WATER GUN,17,CONFUSION,21,DISABLE,24,BUBBLEBEAM,29,HEADBUTT,34,AMNESIA,39,PSYCHIC,42,PSYCH UP,46,IRON DEFENSE,52,HYDRO PUMP,60,SHADOW BALL,65,BATON PASS,68,MEMENTO,,,,,,,,,,,,,,,,,,
