TrainerID,TrainerClass,TrainerName,StructType,SlotNum,Pokemon,Level,Move1,Move2,Move3,Move4,Ability,HeldItem,IVs
440,ION,TERRY,3,1,VOLTDUO,80,THUNDERBOLT,AERIAL ACE,STEEL WING,LIGHT SCREEN,VOLT ABSORB,None,255
440,ION,TERRY,3,2,T'ZARKARTZ,81,PSYCHIC,MUDDY WATER,CALM MIND,DARK PULSE,INTIMIDATE / INNER FOCUS,None,255
440,ION,TERRY,3,3,MEWFOUR,81,EXTRASENSORY,SHADOW BALL,DARK PULSE,RECOVER,SHADOW TAG,None,255
440,ION,TERRY,3,4,DRAGONTALE,82,DRAGON PULSE,FIRE BLAST,ICE BEAM,SKY ATTACK,INNER FOCUS,None,255
440,ION,TERRY,3,5,RHYBORN,82,DRAGON CLAW,IRON HEAD,EARTHQUAKE,ROCK SLIDE,LIGHTNINGROD / ROCK HEAD,None,255
440,ION,TERRY,3,6,CHARIATHAN,85,HYDRO PUMP,HEAT WAVE,DRAGONBREATH,AERIAL ACE,MARVEL SCALE,SITRUS BERRY,255
475,CKER,ARIANA,0,1,PIDGEOT,27,-,-,-,-,KEEN EYE,None,0
475,CKER,ARIANA,0,2,RATICATE,27,-,-,-,-,RUN AWAY / GUTS,None,0
475,CKER,ARIANA,0,3,FORFOWL'D,27,-,-,-,-,KEEN EYE / INNER FOCUS,None,0
475,CKER,ARIANA,0,4,VICTREEBEL,27,-,-,-,-,CHLOROPHYLL,None,0
511,OF.,PROF. OAK,0,1,EKANS,5,-,-,-,-,INTIMIDATE / SHED SKIN,None,0
516,ROCKET,GRUNT,0,1,HOUNDOUR,49,-,-,-,-,EARLY BIRD / FLASH FIRE,None,0
516,ROCKET,GRUNT,0,2,HOUNDOUR,49,-,-,-,-,EARLY BIRD / FLASH FIRE,None,0
537,ROCKET,GRUNT,0,1,CUBONE,37,-,-,-,-,ROCK HEAD / LIGHTNINGROD,None,0
537,ROCKET,GRUNT,0,2,MAROWAK,37,-,-,-,-,ROCK HEAD / LIGHTNINGROD,None,0
538,ROCKET,GRUNT,0,1,RATTATA,35,-,-,-,-,RUN AWAY / GUTS,None,0
538,ROCKET,GRUNT,0,2,RATICATE,35,-,-,-,-,RUN AWAY / GUTS,None,0
538,ROCKET,GRUNT,0,3,SANDSHREW,35,-,-,-,-,SAND VEIL,None,0
538,ROCKET,GRUNT,0,4,SANDSLASH,35,-,-,-,-,SAND VEIL,None,0
539,ROCKET,GRUNT,0,1,ZUBAT,38,-,-,-,-,INNER FOCUS,None,0
539,ROCKET,GRUNT,0,2,ZUBAT,38,-,-,-,-,INNER FOCUS,None,0
539,ROCKET,GRUNT,0,3,GOLBAT,38,-,-,-,-,INNER FOCUS,None,0
540,ROCKET,GRUNT,0,1,MUK,48,-,-,-,-,STENCH / STICKY HOLD,None,0
540,ROCKET,GRUNT,0,2,GOLBAT,48,-,-,-,-,INNER FOCUS,None,0
540,ROCKET,GRUNT,0,3,RATICATE,48,-,-,-,-,RUN AWAY / GUTS,None,0
541,ROCKET,GRUNT,0,1,MACHOP,48,-,-,-,-,GUTS,None,0
541,ROCKET,GRUNT,0,2,MACHOP,48,-,-,-,-,GUTS,None,0
541,ROCKET,GRUNT,0,3,MACHOKE,48,-,-,-,-,GUTS,None,0
542,ROCKET,GRUNT,0,1,HYPNO,49,-,-,-,-,INSOMNIA,None,0
542,ROCKET,GRUNT,0,2,HYPNO,49,-,-,-,-,INSOMNIA,None,0
543,ROCKET,ADMIN,1,1,MUK,52,-,-,-,-,STENCH / STICKY HOLD,SILVERPOWDER,150
543,ROCKET,ADMIN,1,2,ARBOK,53,-,-,-,-,INTIMIDATE / SHED SKIN,SILVERPOWDER,150
544,ROCKET,ADMIN,1,1,GOLBAT,53,-,-,-,-,INNER FOCUS,STAR PIECE,200
544,ROCKET,ADMIN,1,2,WEEZING,54,-,-,-,-,LEVITATE,SILVERPOWDER,200
567,ROCKET,GRUNT,0,1,RATTATA,48,-,-,-,-,RUN AWAY / GUTS,None,0
567,ROCKET,GRUNT,0,2,GRIMER,48,-,-,-,-,STENCH / STICKY HOLD,None,0
567,ROCKET,GRUNT,0,3,MUK,48,-,-,-,-,STENCH / STICKY HOLD,None,0
568,ROCKET,GRUNT,1,1,KOFFING,49,-,-,-,-,LEVITATE,OLD ROD,0
569,ROCKET,GRUNT,0,1,EKANS,48,-,-,-,-,INTIMIDATE / SHED SKIN,None,50
569,ROCKET,GRUNT,0,2,GLOOM,48,-,-,-,-,CHLOROPHYLL,None,50
569,ROCKET,GRUNT,0,3,GLOOM,48,-,-,-,-,CHLOROPHYLL,None,50
735,FOUR,LORELEI,3,1,DEWGONG,64,ICE BEAM,SURF,SIGNAL BEAM,DOUBLE TEAM,THICK FAT,None,255
735,FOUR,LORELEI,3,2,CLOYSTER,63,ICE BEAM,SURF,SUPERSONIC,RAIN DANCE,SHELL ARMOR,None,255
735,FOUR,LORELEI,3,3,PILOSWINE,63,BLIZZARD,EARTHQUAKE,DOUBLE-EDGE,ROCK SLIDE,OBLIVIOUS,None,255
735,FOUR,LORELEI,3,4,JYNX,66,ICE BEAM,PSYCHIC,LOVELY KISS,ATTRACT,OBLIVIOUS,None,255
735,FOUR,LORELEI,3,5,LAPRAS,66,ICE BEAM,SURF,PSYCHIC,THUNDER,WATER ABSORB / SHELL ARMOR,CHERI BERRY,255
736,FOUR,BRUNO,3,1,STEELIX,65,EARTHQUAKE,IRON TAIL,CRUNCH,ROCK TOMB,ROCK HEAD / STURDY,None,255
736,FOUR,BRUNO,3,2,HITMONCHAN,65,SKY UPPERCUT,MACH PUNCH,ROCK SLIDE,COUNTER,KEEN EYE,None,255
736,FOUR,BRUNO,3,3,HITMONLEE,65,MEGA KICK,FORESIGHT,EARTHQUAKE,ROCK SLIDE,LIMBER,None,255
736,FOUR,BRUNO,3,4,STEELIX,66,EARTHQUAKE,IRON TAIL,CRUNCH,DRAGONBREATH,ROCK HEAD / STURDY,None,255
736,FOUR,BRUNO,3,5,MACHAMP,68,CROSS CHOP,EARTHQUAKE,BRICK BREAK,ROCK SLIDE,GUTS,PERSIM BERRY,255
737,FOUR,AGATHA,3,1,GENGAR,66,SHADOW BALL,PSYCHIC,CONFUSE RAY,HYPNOSIS,LEVITATE,None,255
737,FOUR,AGATHA,3,2,CROBAT,66,SLUDGE BOMB,AIR CUTTER,SHADOW BALL,CONFUSE RAY,INNER FOCUS,None,255
737,FOUR,AGATHA,3,3,MISDREAVUS,65,SHADOW BALL,PSYCHIC,THUNDERBOLT,ATTRACT,LEVITATE,None,255
737,FOUR,AGATHA,3,4,ARBOK,68,SLUDGE BOMB,EARTHQUAKE,GIGA DRAIN,DOUBLE TEAM,INTIMIDATE / SHED SKIN,None,255
737,FOUR,AGATHA,3,5,GENGAR,70,SHADOW BALL,PSYCHIC,THUNDERBOLT,SLUDGE BOMB,LEVITATE,CHESTO BERRY,255
738,FOUR,LANCE,3,1,GYARADOS,68,HYPER BEAM,DRAGON DANCE,EARTHQUAKE,THUNDER WAVE,INTIMIDATE / TORRENT,None,255
738,FOUR,LANCE,3,2,DRAGONITE,66,HYPER BEAM,EARTHQUAKE,DRAGON CLAW,FLAMETHROWER,INNER FOCUS,None,255
738,FOUR,LANCE,3,3,KINGDRA,66,HYPER BEAM,DRAGON DANCE,SURF,ICE BEAM,SWIFT SWIM,None,255
738,FOUR,LANCE,3,4,AERODACTYL,70,HYPER BEAM,ANCIENTPOWER,AERIAL ACE,EARTHQUAKE,ROCK HEAD / PRESSURE,None,255
738,FOUR,LANCE,3,5,DRAGONITE,72,HYPER BEAM,OUTRAGE,THUNDERBOLT,ICE BEAM,INNER FOCUS,PERSIM BERRY,255
739,ION,TERRY,3,1,HERACROSS,72,MEGAHORN,EARTHQUAKE,COUNTER,ROCK TOMB,SWARM / GUTS,None,255
739,ION,TERRY,3,2,ALAKAZAM,73,PSYCHIC,SHADOW BALL,CALM MIND,REFLECT,SYNCHRONIZE / INNER FOCUS,None,255
739,ION,TERRY,3,3,TYRANITAR,72,CRUNCH,EARTHQUAKE,THUNDERBOLT,AERIAL ACE,SAND STREAM,None,255
739,ION,TERRY,3,4,ARCANINE,73,EXTREMESPEED,OVERHEAT,AERIAL ACE,IRON TAIL,INTIMIDATE / FLASH FIRE,None,255
739,ION,TERRY,3,5,EXEGGUTOR,73,GIGA DRAIN,PSYCHIC,SLEEP POWDER,LIGHT SCREEN,CHLOROPHYLL,None,255
739,ION,TERRY,3,6,BLASTOISE,75,HYDRO PUMP,ICE BEAM,EARTHQUAKE,RAIN DANCE,TORRENT,SITRUS BERRY,255
740,ION,TERRY,3,1,HERACROSS,72,MEGAHORN,EARTHQUAKE,COUNTER,ROCK TOMB,SWARM / GUTS,None,255
740,ION,TERRY,3,2,ALAKAZAM,73,PSYCHIC,SHADOW BALL,CALM MIND,REFLECT,SYNCHRONIZE / INNER FOCUS,None,255
740,ION,TERRY,3,3,TYRANITAR,72,CRUNCH,EARTHQUAKE,THUNDERBOLT,AERIAL ACE,SAND STREAM,None,255
740,ION,TERRY,3,4,GYARADOS,73,HYDRO PUMP,DRAGON DANCE,EARTHQUAKE,HYPER BEAM,INTIMIDATE / TORRENT,None,255
740,ION,TERRY,3,5,ARCANINE,73,EXTREMESPEED,OVERHEAT,AERIAL ACE,IRON TAIL,INTIMIDATE / FLASH FIRE,None,255
740,ION,TERRY,3,6,VENUSAUR,75,SOLARBEAM,SLUDGE BOMB,EARTHQUAKE,SUNNY DAY,OVERGROW,SITRUS BERRY,255
741,ION,TERRY,3,1,HERACROSS,72,MEGAHORN,EARTHQUAKE,COUNTER,ROCK TOMB,SWARM / GUTS,None,255
741,ION,TERRY,3,2,ALAKAZAM,73,PSYCHIC,SHADOW BALL,CALM MIND,REFLECT,SYNCHRONIZE / INNER FOCUS,None,255
741,ION,TERRY,3,3,TYRANITAR,72,CRUNCH,EARTHQUAKE,THUNDERBOLT,AERIAL ACE,SAND STREAM,None,255
741,ION,TERRY,3,4,EXEGGUTOR,73,GIGA DRAIN,PSYCHIC,SLEEP POWDER,LIGHT SCREEN,CHLOROPHYLL,None,255
741,ION,TERRY,3,5,GYARADOS,73,HYDRO PUMP,DRAGON DANCE,EARTHQUAKE,HYPER BEAM,INTIMIDATE / TORRENT,None,255
741,ION,TERRY,3,6,CHARIZARD,75,FIRE BLAST,DRAGON CLAW,AERIAL ACE,EARTHQUAKE,BLAZE,SITRUS BERRY,255
