TrainerID,TrainerClass,TrainerName,StructType,SlotNum,Pokemon,Level,Move1,Move2,Move3,Move4,MoveSource,Ability,HeldItem,IVs
373,ROCKET,GRUNT,0,2,POLABAT,45,POISON JAB,MEAN LOOK,CRUNCH,AERIAL ACE,Level-up,INNER FOCUS,None,0
374,ROCKET,GRUNT,0,1,POLABAT,41,CONFUSE RAY,POISON JAB,MEAN LOOK,CRUNCH,Level-up,INNER FOCUS,None,0
374,ROCKET,GRUNT,0,2,SEPISTRIKE,41,WING ATTACK,FEATHERDANCE,AGILITY,MIRROR MOVE,Level-up,SWARM,None,0
374,ROCKET,GRUNT,0,3,RATTCHET,41,PURSUIT,SUPER FANG,POISON FANG,FOUL PLAY,Level-up,RUN AWAY / GUTS,None,0
375,ROCKET,GRUNT,0,1,RATTARULE,42,AERIAL ACE,MIRROR MOVE,DRILL PECK,AGILITY,Level-up,POISON POINT / GUTS,None,0
375,ROCKET,GRUNT,0,2,LULLOO,42,POISON GAS,MEDITATE,PSYCHIC,FOUL PLAY,Level-up,INSOMNIA,None,0
375,ROCKET,GRUNT,0,3,GENGAR,43,DESTINY BOND,SLUDGE,SHADOW BALL,NIGHTMARE,Level-up,LEVITATE,None,0
376,ROCKET,GRUNT,0,1,GIGGLYHUFF,44,BODY SLAM,MIMIC,AIR SLASH,HYPER VOICE,Level-up,CLOUD NINE,None,0
376,ROCKET,GRUNT,0,2,LULLOO,43,MEDITATE,PSYCHIC,FOUL PLAY,PSYCH UP,Level-up,INSOMNIA,None,0
377,ROCKET,GRUNT,0,1,NOHTYP,42,POISON FANG,STOCKPILE,SPIT UP,SWALLOW,Level-up,INTIMIDATE / SHED SKIN,None,0
377,ROCKET,GRUNT,0,2,QUADODO,42,TRIPLE KICK,UPROAR,DRILL PECK,AGILITY,Level-up,RUN AWAY / EARLY BIRD,None,0
377,ROCKET,GRUNT,0,3,OSSELOBBER,42,RAGE,FALSE SWIPE,THRASH,BONE RUSH,Level-up,ROCK HEAD / LIGHTNINGROD,None,0
378,ROCKET,GRUNT,0,1,ADNOKANA,49,AGILITY,THUNDER,LIGHT SCREEN,THUNDERBOLT,Level-up,INTIMIDATE / SHED SKIN,None,0
379,ROCKET,GRUNT,0,1,LULLOO,49,PSYCHIC,FOUL PLAY,PSYCH UP,SHADOW BALL,Level-up,INSOMNIA,None,0
380,ROCKET,GRUNT,0,1,MACHULK,43,VITAL THROW,SUBMISSION,CROSS CHOP,BULK UP,Level-up,GUTS,None,0
380,ROCKET,GRUNT,0,2,ENCHANCED,44,SKY UPPERCUT,SHADOW PUNCH,MEDITATE,DETECT,Level-up,IRON FIST,None,0
381,ROCKET,GRUNT,0,1,CROBAT,42,CONFUSE RAY,POISON JAB,MEAN LOOK,CRUNCH,Level-up,INNER FOCUS,None,0
381,ROCKET,GRUNT,0,2,POLABAT,42,CONFUSE RAY,POISON JAB,MEAN LOOK,CRUNCH,Level-up,INNER FOCUS,None,0
381,ROCKET,GRUNT,0,3,ORNITHOW,42,STOCKPILE,SPIT UP,SWALLOW,HAZE,Level-up,INSOMNIA,None,0
382,ROCKET,GRUNT,0,1,RATTARULE,45,AERIAL ACE,MIRROR MOVE,DRILL PECK,AGILITY,Level-up,POISON POINT / GUTS,None,0
382,ROCKET,GRUNT,0,2,NOHTYP,45,STOCKPILE,SPIT UP,SWALLOW,HAZE,Level-up,INTIMIDATE / SHED SKIN,None,0
382,ROCKET,GRUNT,0,3,HEEVING,46,HAZE,TRI ATTACK,EXPLOSION,SLUDGE BOMB,Level-up,LEVITATE,None,0
383,ROCKET,GRUNT,0,1,OSSELOBBER,45,RAGE,FALSE SWIPE,THRASH,BONE RUSH,Level-up,ROCK HEAD / LIGHTNINGROD,None,0
383,ROCKET,GRUNT,0,2,SANDSLAM,45,ROLLOUT,FURY SWIPES,SANDSTORM,SPIKES,Level-up,STURDY,None,0
384,ROCKET,GRUNT,0,1,DRAGONITE,45,SLAM,AGILITY,SAFEGUARD,DRAGON PULSE,Level-up,INNER FOCUS,None,0
384,ROCKET,GRUNT,0,2,NIDOREGAL,46,SAND TOMB,FLATTER,CRUNCH,POISON JAB,Level-up,POISON POINT,None,0
385,ROCKET,GRUNT,0,1,RATTARULE,42,AERIAL ACE,MIRROR MOVE,DRILL PECK,AGILITY,Level-up,POISON POINT / GUTS,None,0
385,ROCKET,GRUNT,0,2,POLABAT,42,CONFUSE RAY,POISON JAB,MEAN LOOK,CRUNCH,Level-up,INNER FOCUS,None,0
385,ROCKET,GRUNT,0,3,TENTACATE,42,ACID,BUBBLEBEAM,WRAP,BARRIER,Level-up,CLEAR BODY / LIQUID OOZE,None,0
385,ROCKET,GRUNT,0,4,SANDSLAM,42,ROLLOUT,FURY SWIPES,SANDSTORM,SPIKES,Level-up,STURDY,None,0
386,ROCKET,GRUNT,0,1,HEEVING,45,SMOKESCREEN,HAZE,TRI ATTACK,EXPLOSION,Level-up,LEVITATE,None,0
386,ROCKET,GRUNT,0,2,POLABAT,46,CRUNCH,AERIAL ACE,TOXIC,HAZE,Level-up,INNER FOCUS,None,0
386,ROCKET,GRUNT,0,3,SLAGOLEM,46,ROCK BLAST,EARTHQUAKE,ROCK SLIDE,EXPLOSION,Level-up,ROCK HEAD / STURDY,None,0
387,ROCKET,GRUNT,0,1,LULLOO,45,MEDITATE,PSYCHIC,FOUL PLAY,PSYCH UP,Level-up,INSOMNIA,None,0
387,ROCKET,GRUNT,0,2,GUNK,45,STOCKPILE,SLUDGE BOMB,PAIN SPLIT,DARK PULSE,Level-up,STENCH / STICKY HOLD,None,0
387,ROCKET,GRUNT,0,3,MACHULK,46,VITAL THROW,SUBMISSION,CROSS CHOP,BULK UP,Level-up,GUTS,None,0
388,ROCKET,GRUNT,0,1,POLABAT,44,POISON JAB,MEAN LOOK,CRUNCH,AERIAL ACE,Level-up,INNER FOCUS,None,0
388,ROCKET,GRUNT,0,2,GILDUCK,44,SCREECH,PSYCH UP,FURY SWIPES,HYDRO PUMP,Level-up,DAMP / CLOUD NINE,None,0
388,ROCKET,GRUNT,0,3,RAFFLURK,45,TOXIC,PETAL DANCE,MOONLIGHT,ENERGY BALL,Level-up,LIQUID OOZE,None,0
389,ROCKET,GRUNT,0,1,MACHULK,52,CROSS CHOP,BULK UP,DYNAMICPUNCH,CLOSE COMBAT,Level-up,GUTS,None,0
390,ROCKET,GRUNT,0,1,RATTCHET,44,PURSUIT,SUPER FANG,POISON FANG,FOUL PLAY,Level-up,RUN AWAY / GUTS,None,0
390,ROCKET,GRUNT,0,2,LICKILOLLY,46,DISABLE,SCREECH,AURORA BEAM,AURORA VEIL,Level-up,SNOW WARNING / OBLIVIOUS,None,0
390,ROCKET,GRUNT,0,3,POLABAT,45,POISON JAB,MEAN LOOK,CRUNCH,AERIAL ACE,Level-up,INNER FOCUS,None,0
390,ROCKET,GRUNT,0,4,RATTARULE,45,AERIAL ACE,MIRROR MOVE,DRILL PECK,AGILITY,Level-up,POISON POINT / GUTS,None,0
390,ROCKET,GRUNT,0,5,NOHTYP,44,STOCKPILE,SPIT UP,SWALLOW,HAZE,Level-up,INTIMIDATE / SHED SKIN,None,0
391,ROCKET,GRUNT,0,1,OSSELOBBER,44,RAGE,FALSE SWIPE,THRASH,BONE RUSH,Level-up,ROCK HEAD / LIGHTNINGROD,None,0
391,ROCKET,GRUNT,0,2,SINGESHA,46,HELPING HAND,AGILITY,BLAZE KICK,EXTREMESPEED,Level-up,INTIMIDATE / FLASH FIRE,None,0
391,ROCKET,GRUNT,0,3,NIDORULY,46,SAND TOMB,SWAGGER,HORN DRILL,POISON JAB,Level-up,POISON POINT,None,0
404,RAINER,ALEXA,0,1,CLEFANAUT,65,SWIFT,SAFEGUARD,FLAMETHROWER,MORNING SUN,Level-up,ILLUMINATE,None,100
404,RAINER,ALEXA,0,2,BOGGLYFUFF,65,MEAN LOOK,CRUNCH,AERIAL ACE,HAZE,Level-up,CLOUD NINE,None,100
404,RAINER,ALEXA,0,3,PATRAPHINX,66,SCREECH,PSYCH UP,FURY SWIPES,HYDRO PUMP,Level-up,MOXIE,None,100
404,RAINER,ALEXA,0,4,PORYGON2A4,66,PROTECT,TICKLE,ANCIENTPOWER,HYDRO PUMP,Level-up,BATTLE ARMOR,None,100
404,RAINER,ALEXA,0,5,LUKKEY,67,DEFENSE CURL,LIGHT SCREEN,DOUBLE-EDGE,RECOVER,Level-up,NATURAL CURE / SERENE GRACE,None,100
410,ELITE FOUR,LORELEI,3,1,LICKILATO,75,ICE BEAM,SWALLOW,AURORA VEIL,STOCKPILE,Custom,SNOW WARNING / OBLIVIOUS,None,250
410,ELITE FOUR,LORELEI,3,2,GLAISHELL,75,ICICLE SPEAR,PROTECT,HAIL,IRON DEFENSE,Custom,SNOW WARNING,None,250
410,ELITE FOUR,LORELEI,3,3,MANATII,76,SURF,ICE BEAM,HAIL,YAWN,Custom,THICK FAT,None,250
410,ELITE FOUR,LORELEI,3,4,JEEPERS,76,BLIZZARD,PSYCHIC,SHADOW BALL,ATTRACT,Custom,SNOW CLOAK,None,250
410,ELITE FOUR,LORELEI,3,5,MISSINGNO,77,MIRROR COAT,FLASH CANNON,METRONOME,REFLECT,Custom,MAGIC BOUNCE,None,250
410,ELITE FOUR,LORELEI,3,6,NESSEA,78,HYDRO PUMP,ICE BEAM,UPROAR,PSYCHIC,Custom,WATER ABSORB / SHELL ARMOR,SITRUS BERRY,250
411,ELITE FOUR,BRUNO,3,1,RADIACHAN,76,CLOSE COMBAT,COSMIC POWER,SHADOW PUNCH,FUTURE SIGHT,Custom,MAGIC BOUNCE,None,250
411,ELITE FOUR,BRUNO,3,2,POLIATH,76,ZEN HEADBUTT,SUPERPOWER,BULK UP,ICE PUNCH,Custom,WATER ABSORB / DAMP,None,250
411,ELITE FOUR,BRUNO,3,3,SPIRITULEE,77,EXTREMESPEED,BLAZE KICK,ZEN HEADBUTT,REVERSAL,Custom,MOXIE,None,250
411,ELITE FOUR,BRUNO,3,4,BONUMBELL,77,SUPERPOWER,IRON HEAD,NEEDLE ARM,BULK UP,Custom,VITAL SPIRIT,None,250
411,ELITE FOUR,BRUNO,3,5,MISSINGNO,78,ANCIENTPOWER,METRONOME,AIR SLASH,PSYCHIC,Custom,BATTLE ARMOR,None,250
411,ELITE FOUR,BRUNO,3,6,MACHITAN,79,IRON HEAD,EXTREMESPEED,KNOCK OFF,CLOSE COMBAT,Custom,GUTS,SITRUS BERRY,250
412,ELITE FOUR,AGATHA,3,1,FOWLN'TOM,77,SHADOW PUNCH,CONFUSE RAY,TOXIC,DOUBLE TEAM,Custom,SHADOW TAG / INNER FOCUS,None,250
412,ELITE FOUR,AGATHA,3,2,WRAIWRATH,77,NIGHT SLASH,PERISH SONG,SHADOW BONE,SLASH,Custom,CURSED BODY / LIGHTNINGROD,None,250
412,ELITE FOUR,AGATHA,3,3,OXENFREE,78,MEGAHORN,SKULL BASH,PHANTOMFORCE,ZEN HEADBUTT,Custom,INTIMIDATE,None,250
412,ELITE FOUR,AGATHA,3,4,YOKAYUBI,78,EXTRASENSORY,SHADOW BALL,FLAMETHROWER,MORNING SUN,Custom,FLASH FIRE / SHADOW TAG,None,250
412,ELITE FOUR,AGATHA,3,5,MISSINGNO,79,SHADOW BALL,METRONOME,TRI ATTACK,DOUBLE TEAM,Custom,SHADOW TAG,None,250
412,ELITE FOUR,AGATHA,3,6,GRIMM,80,CALM MIND,PSYCHIC,SHADOW BALL,HYPNOSIS,Custom,BAD DREAMS,SITRUS BERRY,250
413,ELITE FOUR,LANCE,3,1,PINNADRA,78,DRAGONBREATH,DRAGON DANCE,SURF,THUNDERBOLT,Custom,MARVEL SCALE,None,250
413,ELITE FOUR,LANCE,3,2,FORTUNITEY,78,DRAGON PULSE,LIGHT SCREEN,RECOVER,REFRESH,Custom,NATURAL CURE / SERENE GRACE,None,250
413,ELITE FOUR,LANCE,3,3,DODOZEN,79,BRAVE BIRD,DRAGON DANCE,DRAGON CLAW,BLAZE KICK,Custom,THICK FAT / EARLY BIRD,None,250
413,ELITE FOUR,LANCE,3,4,QUAZAR,79,EXTRASENSORY,DRAGON PULSE,AIR SLASH,SURF,Custom,INTIMIDATE / AIR LOCK,None,250
413,ELITE FOUR,LANCE,3,5,MISSINGNO,80,AIR SLASH,ANCIENTPOWER,METRONOME,TRI ATTACK,Custom,PRESSURE,None,250
413,ELITE FOUR,LANCE,3,6,DRAGONTALE,80,FIRE BLAST,AERIAL ACE,DRAGON PULSE,SURF,Custom,INNER FOCUS,SITRUS BERRY,250
414,RIVAL,BROCK,1,1,OMANYTE,12,BITE,WATER GUN,WITHDRAW,CONSTRICT,Level-up,SWIFT SWIM / SHELL ARMOR,RETRO MAIL,0
414,RIVAL,BROCK,1,2,KABUTO,12,SCRATCH,HARDEN,-,-,Level-up,SWIFT SWIM / BATTLE ARMOR,TIMER BALL,0
415,RIVAL,MISTY,3,1,GYARADOS,25,WATER PULSE,BITE,RAIN DANCE,TAUNT,Custom,INTIMIDATE / TORRENT,None,0
415,RIVAL,MISTY,3,2,GOLDUCK,25,BUBBLEBEAM,CONFUSION,SCRATCH,REST,Custom,DAMP / CLOUD NINE,CHESTO BERRY,0
415,RIVAL,MISTY,3,3,STARMIE,28,BUBBLEBEAM,SWIFT,RECOVER,CAMOUFLAGE,Custom,ILLUMINATE / NATURAL CURE,None,0
416,RIVAL,LT. SURGE,1,1,ELECTRODE,31,SCREECH,SONICBOOM,SHOCK WAVE,SELFDESTRUCT,Level-up,SOUNDPROOF / STATIC,SECRET KEY,0
416,RIVAL,LT. SURGE,1,2,JOLTEON,33,SAND-ATTACK,THUNDERSHOCK,QUICK ATTACK,DOUBLE KICK,Level-up,VOLT ABSORB,SECRET KEY,0
416,RIVAL,LT. SURGE,1,3,RHYHORN,24,STOMP,FURY ATTACK,METAL CLAW,SCARY FACE,Level-up,LIGHTNINGROD / ROCK HEAD,None,86
417,RIVAL,ERIKA,1,1,MUCKTRIBEL,41,SWEET SCENT,SLUDGE BOMB,SLAM,TOXIC,Level-up,CHLOROPHYLL,X ATTACK,0
417,RIVAL,ERIKA,1,2,CLOYSTER,92,SHEER COLD,CRUNCH,IRON DEFENSE,EXPLOSION,Level-up,SHELL ARMOR,None,188
417,RIVAL,ERIKA,1,3,RAFFLURK,40,ACID,TOXIC,PETAL DANCE,MOONLIGHT,Level-up,LIQUID OOZE,LIGHT BALL,0
418,RIVAL,KOGA,1,1,ADNOKANA,51,AGILITY,THUNDER,LIGHT SCREEN,THUNDERBOLT,Level-up,INTIMIDATE / SHED SKIN,FAME CHECKER,0
418,RIVAL,KOGA,1,2,GUNK,53,SLUDGE BOMB,PAIN SPLIT,DARK PULSE,MEMENTO,Level-up,STENCH / STICKY HOLD,TOWN MAP,0
418,RIVAL,KOGA,1,3,RATTARULE,52,AERIAL ACE,MIRROR MOVE,DRILL PECK,AGILITY,Level-up,POISON POINT / GUTS,HELIX FOSSIL,0
419,RIVAL,BLAINE,1,1,IMPSECT,63,POISON STING,STRING SHOT,-,-,Level-up,FLASH FIRE,ITEMFINDER,0
419,RIVAL,BLAINE,1,2,INFERNEON,64,TRI ATTACK,RECYCLE,ZAP CANNON,PSYCHIC,Level-up,FLASH FIRE,Item#247,0
419,RIVAL,BLAINE,1,3,KNIGHTMARE,64,HEADBUTT,AMNESIA,PSYCHIC,PSYCH UP,Level-up,SPEED BOOST / FLASH FIRE,HM02,0
419,RIVAL,BLAINE,1,4,CYNDAQUIL,14,TACKLE,LEER,SMOKESCREEN,EMBER,Level-up,BLAZE,None,299
420,RIVAL,SABRINA,1,1,PLATINUPUS,56,CROSS CHOP,SWAGGER,SCREECH,THRASH,Level-up,DAMP / THICK FAT,MOON STONE,0
420,RIVAL,SABRINA,1,2,MAGMORE,56,FLAMETHROWER,FOUL PLAY,CONFUSE RAY,FLASH CANNON,Level-up,FLAME BODY,None,89
420,RIVAL,SABRINA,1,3,SOMNISOOTH,56,GUILLOTINE,PROTECT,CRABHAMMER,FLAIL,Level-up,INSOMNIA,Item#243,0
420,RIVAL,SABRINA,1,4,ELECTRODEX,57,SWIFT,EXPLOSION,HYPER VOICE,MIRROR COAT,Level-up,SOUNDPROOF / STATIC,Item#243,0
426,RIVAL,TERRY,0,1,PIDGEOTTO,26,SAND-ATTACK,GUST,QUICK ATTACK,WHIRLWIND,Level-up,KEEN EYE,None,50
426,RIVAL,TERRY,0,2,RATICATE,22,QUICK ATTACK,SNATCH,HYPER FANG,SCARY FACE,Level-up,RUN AWAY / GUTS,None,50
426,RIVAL,TERRY,0,3,KADABRA,24,CONFUSION,DISABLE,PSYBEAM,REFLECT,Level-up,SYNCHRONIZE / INNER FOCUS,None,50
426,RIVAL,TERRY,0,4,WARTORTLE,27,WATER GUN,BITE,RAPID SPIN,BUBBLEBEAM,Level-up,TORRENT,None,100
427,RIVAL,TERRY,0,1,PIDGEOTTO,26,SAND-ATTACK,GUST,QUICK ATTACK,WHIRLWIND,Level-up,KEEN EYE,None,50
427,RIVAL,TERRY,0,2,RATICATE,22,QUICK ATTACK,SNATCH,HYPER FANG,SCARY FACE,Level-up,RUN AWAY / GUTS,None,50
427,RIVAL,TERRY,0,3,KADABRA,24,CONFUSION,DISABLE,PSYBEAM,REFLECT,Level-up,SYNCHRONIZE / INNER FOCUS,None,50
427,RIVAL,TERRY,0,4,IVYSAUR,27,VINE WHIP,POISONPOWDER,SLEEP POWDER,RAZOR LEAF,Level-up,OVERGROW,None,100
428,RIVAL,TERRY,0,1,PIDGEOTTO,26,SAND-ATTACK,GUST,QUICK ATTACK,WHIRLWIND,Level-up,KEEN EYE,None,50
428,RIVAL,TERRY,0,2,RATICATE,22,QUICK ATTACK,SNATCH,HYPER FANG,SCARY FACE,Level-up,RUN AWAY / GUTS,None,50
428,RIVAL,TERRY,0,3,KADABRA,24,CONFUSION,DISABLE,PSYBEAM,REFLECT,Level-up,SYNCHRONIZE / INNER FOCUS,None,50
428,RIVAL,TERRY,0,4,CHARMELEON,27,EMBER,METAL CLAW,SMOKESCREEN,SCARY FACE,Level-up,BLAZE,None,100
429,RIVAL,TERRY,0,1,PIDGAERO,39,WING ATTACK,FEATHERDANCE,DRILL PECK,AGILITY,Level-up,KEEN EYE,None,100
429,RIVAL,TERRY,0,2,ARCANINE,40,TAKE DOWN,HELPING HAND,AGILITY,BLAZE KICK,Level-up,INTIMIDATE / FLASH FIRE,None,100
429,RIVAL,TERRY,0,3,EXEGGUTOR,40,STUN SPORE,SLEEP POWDER,PSYBEAM,GIGA DRAIN,Level-up,CHLOROPHYLL,None,100
429,RIVAL,TERRY,0,4,ALAKAZAM,41,FUTURE SIGHT,CALM MIND,PSYCHIC,TRICK,Level-up,SYNCHRONIZE / INNER FOCUS,None,100
429,RIVAL,TERRY,0,5,FERRAPIN,43,RAPID SPIN,BUBBLEBEAM,PROTECT,RAIN DANCE,Level-up,SHELL ARMOR,None,100
430,RIVAL,TERRY,0,1,PIDGAERO,39,WING ATTACK,FEATHERDANCE,DRILL PECK,AGILITY,Level-up,KEEN EYE,None,100
430,RIVAL,TERRY,0,2,HYDRADOS,40,DRAGON RAGE,LEER,TWISTER,HYDRO PUMP,Level-up,INTIMIDATE / AIR LOCK,None,100
430,RIVAL,TERRY,0,3,ARCANINE,40,TAKE DOWN,HELPING HAND,AGILITY,BLAZE KICK,Level-up,INTIMIDATE / FLASH FIRE,None,100
430,RIVAL,TERRY,0,4,ALAKAZAM,41,FUTURE SIGHT,CALM MIND,PSYCHIC,TRICK,Level-up,SYNCHRONIZE / INNER FOCUS,None,100
430,RIVAL,TERRY,0,5,ECOSAUR,43,RAZOR LEAF,SWEET SCENT,SLUDGE BOMB,GROWTH,Level-up,CHLOROPHYLL,None,100
431,RIVAL,TERRY,0,1,PIDGAERO,39,WING ATTACK,FEATHERDANCE,DRILL PECK,AGILITY,Level-up,KEEN EYE,None,100
431,RIVAL,TERRY,0,2,EXEGGUTOR,40,STUN SPORE,SLEEP POWDER,PSYBEAM,GIGA DRAIN,Level-up,CHLOROPHYLL,None,100
431,RIVAL,TERRY,0,3,HYDRADOS,40,DRAGON RAGE,LEER,TWISTER,HYDRO PUMP,Level-up,INTIMIDATE / AIR LOCK,None,100
431,RIVAL,TERRY,0,4,ALAKAZAM,41,FUTURE SIGHT,CALM MIND,PSYCHIC,TRICK,Level-up,SYNCHRONIZE / INNER FOCUS,None,100
431,RIVAL,TERRY,0,5,CHARIGUANA,43,FIRE SPIN,SCARY FACE,FLAMETHROWER,WING ATTACK,Level-up,BLAZE,None,100
432,RIVAL,TERRY,0,1,ARTICUNO,51,MIST,AGILITY,MIND READER,ICE BEAM,Level-up,PRESSURE,None,100
432,RIVAL,TERRY,0,2,SINGESHA,53,BLAZE KICK,EXTREMESPEED,SLASH,IRON TAIL,Level-up,INTIMIDATE / FLASH FIRE,None,100
432,RIVAL,TERRY,0,3,EXEGGITY,53,SOLARBEAM,SUNNY DAY,PSYCHIC,EARTH POWER,Level-up,CHLOROPHYLL,None,100
432,RIVAL,TERRY,0,4,VOHOO-DU,54,TRICK,FORESIGHT,SHADOW BALL,ENERGY BALL,Level-up,EFFECT SPORE / INNER FOCUS,None,100
432,RIVAL,TERRY,0,5,FORTOISE,56,PROTECT,RAIN DANCE,FLASH CANNON,SKULL BASH,Level-up,SHELL ARMOR,None,150
433,RIVAL,TERRY,0,1,MOLTRES,51,FIRE SPIN,AGILITY,ENDURE,FLAMETHROWER,Level-up,PRESSURE,None,100
433,RIVAL,TERRY,0,2,DRACOSMIC,53,HYDRO PUMP,AIR SLASH,RAIN DANCE,DRAGON DANCE,Level-up,INTIMIDATE / AIR LOCK,None,100
433,RIVAL,TERRY,0,3,SINGESHA,53,BLAZE KICK,EXTREMESPEED,SLASH,IRON TAIL,Level-up,INTIMIDATE / FLASH FIRE,None,100
433,RIVAL,TERRY,0,4,VOHOO-DU,54,TRICK,FORESIGHT,SHADOW BALL,ENERGY BALL,Level-up,EFFECT SPORE / INNER FOCUS,None,100
433,RIVAL,TERRY,0,5,TERARISAUR,56,SLUDGE BOMB,GROWTH,GIGA DRAIN,SYNTHESIS,Level-up,CHLOROPHYLL,None,150
434,RIVAL,TERRY,0,1,ZAPDOS,51,AGILITY,DETECT,DRILL PECK,THUNDER,Level-up,PRESSURE,None,100
434,RIVAL,TERRY,0,2,DRACOSMIC,53,HYDRO PUMP,AIR SLASH,RAIN DANCE,DRAGON DANCE,Level-up,INTIMIDATE / AIR LOCK,None,100
434,RIVAL,TERRY,0,3,EXEGGITY,53,SOLARBEAM,SUNNY DAY,PSYCHIC,EARTH POWER,Level-up,CHLOROPHYLL,None,100
434,RIVAL,TERRY,0,4,VOHOO-DU,54,TRICK,FORESIGHT,SHADOW BALL,ENERGY BALL,Level-up,EFFECT SPORE / INNER FOCUS,None,100
434,RIVAL,TERRY,0,5,CHARIANA,56,FLAMETHROWER,WING ATTACK,SLASH,DRAGONBREATH,Level-up,MARVEL SCALE,None,150
435,RIVAL,TERRY,1,1,SNOWONE,66,ICE BEAM,REFLECT,BLIZZARD,AURORA VEIL,Level-up,PRESSURE,Item#58,150
435,RIVAL,TERRY,1,2,RHYLIC,67,EARTHQUAKE,CURSE,MEGAHORN,IRON HEAD,Level-up,CURSED BODY / SHADOW TAG,Item#89,150
435,RIVAL,TERRY,1,3,GUARDIANCE,67,RAIN DANCE,BODY SLAM,WATERFALL,BELLY DRUM,Level-up,SERENE GRACE / FLASH FIRE,TM49,150
436,RIVAL,TERRY,1,1,IGNITHREE,66,FLAMETHROWER,OVERHEAT,AIR CUTTER,SAFEGUARD,Level-up,PRESSURE,TM26,150
436,RIVAL,TERRY,1,2,RHYLIC,67,EARTHQUAKE,CURSE,MEGAHORN,IRON HEAD,Level-up,CURSED BODY / SHADOW TAG,Item#89,150
436,RIVAL,TERRY,1,3,QUAZAR,67,SHEER COLD,HYDRO PUMP,UPROAR,MOONLIGHT,Level-up,INTIMIDATE / AIR LOCK,Item#56,150
437,RIVAL,TERRY,1,1,SHOCKATOO,66,DRILL PECK,THUNDER,THUNDERBOLT,SHOCK WAVE,Level-up,PRESSURE,IRON,150
437,RIVAL,TERRY,1,2,RHYLIC,67,EARTHQUAKE,CURSE,MEGAHORN,IRON HEAD,Level-up,CURSED BODY / SHADOW TAG,Item#89,150
437,RIVAL,TERRY,1,3,EXEGGTRIC,67,FALSE SWIPE,THRASH,BONE RUSH,DOUBLE-EDGE,Level-up,CHLOROPHYLL,LIGHT BALL,150
437,RIVAL,TERRY,1,4,CLEFABLE,79,HYPER VOICE,WISH,EXTRASENSORY,FUTURE SIGHT,Level-up,CUTE CHARM,None,94
438,CHAMPION,TERRY,3,1,FROSTUNUS,80,ICE BEAM,AERIAL ACE,STEEL WING,WATER PULSE,Custom,WATER ABSORB,None,255
438,CHAMPION,TERRY,3,2,T'ZARKARTZ,81,PSYCHIC,MUDDY WATER,CALM MIND,DARK PULSE,Custom,INTIMIDATE / INNER FOCUS,None,255
438,CHAMPION,TERRY,3,3,MEWFOUR,81,EXTRASENSORY,SHADOW BALL,DARK PULSE,RECOVER,Custom,SHADOW TAG,None,255
438,CHAMPION,TERRY,3,4,DRAGONTALE,82,DRAGON PULSE,FIRE BLAST,ICE BEAM,SKY ATTACK,Custom,INNER FOCUS,None,255
438,CHAMPION,TERRY,3,5,RHYBORN,82,DRAGON CLAW,IRON HEAD,EARTHQUAKE,ROCK SLIDE,Custom,LIGHTNINGROD / ROCK HEAD,None,255
438,CHAMPION,TERRY,3,6,TURTILLERY,85,HYDRO PUMP,RAIN DANCE,FLASH CANNON,ICE BEAM,Custom,SHELL ARMOR,SITRUS BERRY,255
439,CHAMPION,TERRY,3,1,INFERNTRI,80,HEAT WAVE,AERIAL ACE,STEEL WING,DOUBLE TEAM,Custom,FLASH FIRE,None,255
439,CHAMPION,TERRY,3,2,T'ZARKARTZ,81,PSYCHIC,MUDDY WATER,CALM MIND,DARK PULSE,Custom,INTIMIDATE / INNER FOCUS,None,255
439,CHAMPION,TERRY,3,3,MEWFOUR,81,EXTRASENSORY,SHADOW BALL,DARK PULSE,RECOVER,Custom,SHADOW TAG,None,255
439,CHAMPION,TERRY,3,4,DRAGONTALE,82,DRAGON PULSE,FIRE BLAST,ICE BEAM,SKY ATTACK,Custom,INNER FOCUS,None,255
439,CHAMPION,TERRY,3,5,RHYBORN,82,DRAGON CLAW,IRON HEAD,EARTHQUAKE,ROCK SLIDE,Custom,LIGHTNINGROD / ROCK HEAD,None,255
439,CHAMPION,TERRY,3,6,SYMBISAUR,85,GIGA DRAIN,SLUDGE BOMB,GROWTH,TOXIC,Custom,CHLOROPHYLL,SITRUS BERRY,255
440,CHAMPION,TERRY,3,1,VOLTDUO,80,THUNDERBOLT,AERIAL ACE,STEEL WING,LIGHT SCREEN,Custom,VOLT ABSORB,None,255
440,CHAMPION,TERRY,3,2,T'ZARKARTZ,81,PSYCHIC,MUDDY WATER,CALM MIND,DARK PULSE,Custom,INTIMIDATE / INNER FOCUS,None,255
440,CHAMPION,TERRY,3,3,MEWFOUR,81,EXTRASENSORY,SHADOW BALL,DARK PULSE,RECOVER,Custom,SHADOW TAG,None,255
440,CHAMPION,TERRY,3,4,DRAGONTALE,82,DRAGON PULSE,FIRE BLAST,ICE BEAM,SKY ATTACK,Custom,INNER FOCUS,None,255
440,CHAMPION,TERRY,3,5,RHYBORN,82,DRAGON CLAW,IRON HEAD,EARTHQUAKE,ROCK SLIDE,Custom,LIGHTNINGROD / ROCK HEAD,None,255
440,CHAMPION,TERRY,3,6,CHARIATHAN,85,HYDRO PUMP,HEAT WAVE,DRAGONBREATH,AERIAL ACE,Custom,MARVEL SCALE,SITRUS BERRY,255
